Parcours (ID);Parcours (libellé court);Ligne (ID);Ligne (nom court);Point d'arrêt (ID);Point d'arrêt (nom);Ordre;Montée autorisée;Descente autorisée
0073-A-1511-4112-2641;;0073;73;4551;Saint-Armel Eglise;10;true;true
0054-B-2502-1567;;0054;54;1238;Guilloux Lorient;15;true;true
0070-B-9227-3951;;0070;70;3961;Bourg;11;true;true
0155-A-1214-4408;;0155;155ex;3862;Gretay;4;true;true
0073-A-1511-4112-2641;;0073;73;3817;Launay Garnier;12;true;true
0054-B-4671-1567;;0054;54;2545;Trémelière;7;true;true
0071-A-3951-1724;;0071;71;4604;Pommiers;6;true;true
0155-A-1214-4408;;0155;155ex;3864;Mordelles Mairie;6;true;true
0073-A-1511-4112-2641;;0073;73;4112;Corps-Nuds Gare;17;true;true
0054-B-4671-1567;;0054;54;1088;Liberté;23;true;true
0071-A-3951-1724;;0071;71;4607;Chevaigné Gare;9;true;true
0155-A-1214-4408;;0155;155ex;4408;Le Verger Eglise;10;true;true
0073-B-4112-1511;;0073;73;3834;ZA Bourgbarré;7;true;true
0055-A-1567-3851;;0055;55;1221;Géniaux;6;true;true
0071-A-3951-1724;;0071;71;4609;Chopinais;10;true;true
0155-B-3851-1090;;0155;155ex;3854;Mordelles Lilas;4;true;true
0073-B-4112-1511;;0073;73;2635;Croix Malinge;12;true;true
0055-A-1567-3851;;0055;55;2523;Mahomat;11;true;true
0071-A-4604-1724;;0071;71;2451;Gentilhommière;7;true;true
0155-B-4401-1090;;0155;155ex;3854;Mordelles Lilas;6;true;true
0073-B-4112-1511-2622;;0073;73;3834;ZA Bourgbarré;7;true;true
0055-A-1567-3851;;0055;55;2524;Gerhoui;12;true;true
0071-A-4604-1724;;0071;71;2410;Enseigne Abbaye;11;true;true
0155-B-4401-1090;;0155;155ex;1239;Chèques Postaux;8;true;true
0073-B-4112-1511-2622;;0073;73;4551;Saint-Armel Eglise;8;true;true
0055-A-1567-3851;;0055;55;3861;Croix Ignon;15;true;true
0071-A-4604-1724;;0071;71;2411;Betton Vallée;12;true;true
0155-B-4401-1090;;0155;155ex;1090;République;10;true;true
0073-B-4112-1511-2622;;0073;73;4554;Lande du Jardin;10;true;true
0055-A-1567-4201;;0055;55;1539;Lemaistre;7;true;true
0071-A-4604-1724;;0071;71;1724;Les Gayeulles;16;true;true
0156-A-1214-4201;;0156;156ex;2208;Commeurec;2;true;true
0073-B-4112-1511-2622;;0073;73;2622;Champ Martin;15;true;true
0055-A-1567-4201;;0055;55;3862;Gretay;16;true;true
0071-B-1724-3951;;0071;71;1428;Hôtel de Région;2;true;true
0156-A-1214-4201;;0156;156ex;4209;Avenir;4;true;true
0073-B-4551-1511;;0073;73;4551;Saint-Armel Eglise;1;true;true
0055-A-1567-4201;;0055;55;3865;Mordelles Eglise;19;true;true
0071-B-1724-3951;;0071;71;1491;Saint-Laurent;3;true;true
0156-A-1214-4201;;0156;156ex;4203;Alfred de Musset;5;true;true
0074-A-1510-3259;;0074;74;1510;Henri Fréville;1;true;true
0055-A-1567-4201;;0055;55;4208;Grippay;21;true;true
0071-B-1724-3951;;0071;71;2463;Basse Robinais;11;true;true
0156-B-4201-1090;;0156;156ex;4204;Avenir;4;true;true
0074-A-1510-3259;;0074;74;4357;Croix du Pigeonnet;2;true;true
0055-A-1567-4201;;0055;55;4211;Calvaire;24;true;true
0071-B-1724-3951;;0071;71;4601;Chevaigné Mairie;14;true;true
0156-B-4201-1090;;0156;156ex;2279;Saint-Jacques - Gaîté;5;true;true
0074-A-1510-3259;;0074;74;3216;Plardière;4;true;true
0055-A-1567-4408;;0055;55;1540;Pont de Bretagne;3;true;true
0071-B-1724-3951;;0071;71;3962;Chesnais;20;true;true
0159-B-2372-1564;;0159;159ex;2372;Bruz Gare;1;true;true
0074-A-1510-3259;;0074;74;3218;Groupe Scolaire;7;true;true
0055-A-1567-4408;;0055;55;3865;Mordelles Eglise;19;true;true
0071-B-1724-4603;;0071;71;2417;Betton Centre;8;true;true
0159-B-2372-1564;;0159;159ex;2334;Pasteur;7;true;true
0074-A-1510-3801;;0074;74;1510;Henri Fréville;1;true;true
0055-A-1567-4408;;0055;55;3869;Mordelles Pâtis;20;true;true
0071-B-1724-4603;;0071;71;4608;Chevaigné Gare;13;true;true
0161-A-1510-3801;;0161;161ex;1465;Triangle;2;true;true
0074-A-1510-3801;;0074;74;3249;Orgerblon;3;true;true
0055-B-3851-1567;;0055;55;3852;Mordelles Eglise;2;true;true
0071-B-1724-4603;;0071;71;4602;Fonderies;15;true;true
0161-A-1510-3801;;0161;161ex;2730;Croix de Pierre;3;true;true
0074-A-1510-3801;;0074;74;3257;Haye Longue;5;true;true
0055-B-3851-1567;;0055;55;1508;Berthault;13;true;true
0072-A-1315-4708;;0072;72;1450;Coubertin;4;true;true
0161-A-1510-3801;;0161;161ex;4360;Leuzières;7;true;true
0074-A-1510-3801;;0074;74;3217;Levant;6;true;true
0055-B-3851-1567;;0055;55;1090;République;19;true;true
0072-A-1315-4708;;0072;72;2919;Chartres Centre;10;true;true
0161-A-1510-3801;;0161;161ex;3801;Centre de Loisirs;14;true;true
0074-A-1510-3801;;0074;74;3220;Surcouf;9;true;true
0055-B-4201-1567;;0055;55;4201;Croix Blanche;1;true;true
0072-A-1315-4708;;0072;72;2920;Auditoire;11;true;true
0161-B-3801-1450;;0161;161ex;2774;Ise;9;true;true
0074-A-1510-3801;;0074;74;3807;La Basse Erable;12;true;true
0055-B-4201-1567;;0055;55;4202;Calvaire;2;true;true
0072-A-1315-4708;;0072;72;3909;Renaissance;19;true;true
0161-B-3801-1510;;0161;161ex;3802;Bourgbarré Mairie;3;true;true
0074-A-1510-3801;;0074;74;3808;La Motte;13;true;true
0055-B-4201-1567;;0055;55;3852;Mordelles Eglise;7;true;true
0072-A-1315-4708;;0072;72;4703;Orée du Bois;28;true;true
0161-B-3801-1510;;0161;161ex;3803;La Motte;4;true;true
0074-A-1510-3801;;0074;74;3839;Salle de Sports;15;true;true
0055-B-4201-1567;;0055;55;3857;Grande Fontaine;12;true;true
0072-A-1315-4708;;0072;72;4705;Laillé Eglise;29;true;true
0161-B-3801-1510;;0161;161ex;4359;Leuzières;8;true;true
0074-A-1510-3810;;0074;74;3218;Groupe Scolaire;7;true;true
0055-B-4201-1567;;0055;55;2522;Mahomat;15;true;true
0072-A-1315-4708;;0072;72;4707;Châtaigneraie;30;true;true
0161-B-3801-1510;;0161;161ex;2774;Ise;9;true;true
0074-A-1510-3810;;0074;74;3259;Ormes Blanches;10;true;true
0055-B-4201-1567;;0055;55;2509;Pont d'Avoine;16;true;true
0072-A-1534-2945;;0072;72;2262;Vallon;5;true;true
0161-B-3801-1510;;0161;161ex;2728;Centre;11;true;true
0074-A-1510-3810;;0074;74;3811;Sept Fours;15;true;true
0055-B-4401-1567;;0055;55;3852;Mordelles Eglise;4;true;true
0072-A-1534-2945;;0072;72;2907;Croix aux Potiers;7;true;true
0161-B-3801-1510;;0161;161ex;1510;Henri Fréville;14;true;true
0074-A-1510-3810;;0074;74;3810;Moc Souris;16;true;true
0055-B-4401-1567;;0055;55;3853;Mordelles Mairie;5;true;true
0072-A-1534-3901;;0072;72;1449;Norvège;2;true;true
0164-A-4001-9223;;0164;164ex;4001;Timonière;1;true;true
0055-B-4401-1567;;0055;55;2521;Gerhoui;11;true;true
0072-A-1534-3901;;0072;72;2919;Chartres Centre;9;true;true
0164-A-4020-9223;;0164;164ex;4001;Timonière;3;true;true
0055-B-4401-1567;;0055;55;2509;Pont d'Avoine;13;true;true
0072-A-1534-3901;;0072;72;2920;Auditoire;10;true;true
0164-A-4020-9223;;0164;164ex;4004;Foyer;5;true;true
0056-A-1595-4201;;0056;56;2529;Moigné;12;true;true
0072-A-1534-3901;;0072;72;2923;Cornouaille;13;true;true
0164-A-4020-9223;;0164;164ex;2044;Belle Fontaine;7;true;true
0056-B-4201-1595;;0056;56;4204;Avenir;4;true;true
0072-A-1534-3901;;0072;72;3914;Mouton Blanc;23;true;true
0164-A-4020-9223;;0164;164ex;2045;Atalante;8;true;true
0056-B-4201-1595;;0056;56;2525;Haut Plessis;7;true;true
0072-A-1534-3901-2272;;0072;72;1449;Norvège;2;true;true
0164-A-4020-9223;;0164;164ex;9223;Cesson - Viasilva;10;true;true
0056-B-4201-1595;;0056;56;1233;Lemaistre;13;true;true
0072-A-1534-3901-2272;;0072;72;2272;Mivoie;5;true;true
0164-B-9225-4001;;0164;164ex;2002;Cesson Hôpital Privé;2;true;true
0059-A-1564-2372;;0059;59;1564;Henri Fréville;1;true;true
0072-A-1534-3901-2272;;0072;72;2918;Callouët;9;true;true
0164-B-9225-4019;;0164;164ex;4010;Lande;5;true;true
0059-A-1564-2372;;0059;59;1270;Félix Eboué;4;true;true
0072-A-1534-3901-2272;;0072;72;2921;Collège Pôle Sud;12;true;true
0165-A-1519-3617;;0165;165ex;3615;Parthenay Mairie;5;true;true
0059-B-2372-1564;;0059;59;2331;Noë;3;true;true
0072-A-1534-3901-2272;;0072;72;3912;Pont-Péan Mairie;22;true;true
0167-A-4151-1167;;0167;167ex;4151;Anjou;1;true;true
0059-B-2372-1564;;0059;59;2337;Lavoisier;10;true;true
0072-A-1534-3901-2272-2749;;0072;72;1450;Coubertin;3;true;true
0167-A-4151-1167;;0167;167ex;4153;Saules;3;true;true
0059-B-2372-1564;;0059;59;1564;Henri Fréville;18;true;true
0072-A-1534-3901-2272-2749;;0072;72;2272;Mivoie;5;true;true
0167-A-4151-1167;;0167;167ex;2039;Bordage;6;true;true
0061-A-1090-3801;;0061;61;1465;Triangle;3;true;true
0072-A-1534-3901-2272-2749;;0072;72;2907;Croix aux Potiers;9;true;true
0167-B-1167-4151;;0167;167ex;2020;Taillis;3;true;true
0061-A-1090-3801;;0061;61;2721;Centre;10;true;true
0072-A-1534-3901-2272-2749;;0072;72;2919;Chartres Centre;11;true;true
0167-B-1167-4151;;0167;167ex;4160;Saules;7;true;true
0061-A-1090-3801;;0061;61;2722;Potiers;11;true;true
0072-A-1534-3901-2272-2749;;0072;72;2922;Vieux Bourg;14;true;true
0168-A-4507-1529;;0168;168ex;4502;Gévezé Mairie;4;true;true
0061-A-1090-3801;;0061;61;2724;Bray;16;true;true
0072-A-2942-3901;;0072;72;2924;Argoat;4;true;true
0168-B-1529-4507;;0168;168ex;4503;Flume;3;true;true
0061-A-1090-3801;;0061;61;4360;Leuzières;17;true;true
0072-A-2942-3901;;0072;72;3906;Rivaudière;10;true;true
0168-B-1529-4507;;0168;168ex;4511;Prés Verts;5;true;true
0061-A-1090-3801;;0061;61;4351;Parc d'Activités;22;true;true
0072-A-2942-3901;;0072;72;3901;Bois Esnault;15;true;true
0172-A-1534-2945;;0172;172ex;2927;Parc de Loisirs;6;true;true
0061-A-1090-3801;;0061;61;3218;Groupe Scolaire;28;true;true
0072-B-3901-1534;;0072;72;3907;Fontaine Blanche;7;true;true
0172-B-2944-1450;;0172;172ex;2912;Argoat;4;true;true
0061-A-1090-3801;;0061;61;3808;La Motte;34;true;true
0072-B-3901-1534;;0072;72;2913;Cornouaille;13;true;true
0172-B-2944-1534;;0172;172ex;2926;Collège Pôle Sud;7;true;true
0061-A-1510-2775;;0061;61;2719;Petite Saudrais;7;true;true
0072-B-3901-1534;;0072;72;2914;Vieux Bourg;14;true;true
0172-B-2944-1534;;0172;172ex;1534;Henri Fréville;8;true;true
0061-A-1510-3801;;0061;61;2722;Potiers;10;true;true
0072-B-3901-1534;;0072;72;2906;Croix aux Potiers;19;true;true
0173-A-1511-4112;;0173;173ex;4551;Saint-Armel Eglise;3;true;true
0061-A-1510-3801;;0061;61;2733;Côteaux;13;true;true
0072-B-3901-1534;;0072;72;1267;Félix Eboué;22;true;true
0173-A-1511-4112;;0173;173ex;4109;Corps-Nuds Mairie;5;true;true
0061-A-1510-3801;;0061;61;4354;Paul Féval;19;true;true
0072-B-3901-1534;;0072;72;1456;Coubertin;23;true;true
0173-B-4112-1511;;0173;173ex;4103;Place de Kildare;3;true;true
0061-A-1510-3801;;0061;61;3219;Coteau;28;true;true
0072-B-3901-1534;;0072;72;1457;Norvège;24;true;true
0175-A-3401-1511;;0175;175ex;3410;Langlois;2;true;true
0061-A-1510-3801;;0061;61;3220;Surcouf;29;true;true
0072-B-3901-1534-2272;;0072;72;3902;Caliorne;2;true;true
0175-B-1511-3401;;0175;175ex;3402;Langlois;7;true;true
0061-A-1510-3801;;0061;61;3808;La Motte;33;true;true
0072-B-3901-1534-2272;;0072;72;3907;Fontaine Blanche;7;true;true
0178-A-2461-1494;;0178;178ex;2831;Holywell;10;true;true
0061-A-1510-4351;;0061;61;2717;Mail Lancé;5;true;true
0072-B-3901-1534-2272;;0072;72;2914;Vieux Bourg;14;true;true
0178-A-2461-1494;;0178;178ex;2848;Forge;11;true;true
0061-A-1510-4351;;0061;61;2732;Pont;12;true;true
0072-B-3901-1534-2272;;0072;72;2915;Collège Pôle Sud;15;true;true
0178-A-2461-1494;;0178;178ex;2813;Haut Trait;12;true;true
0061-A-1510-4351;;0061;61;2773;Ise;14;true;true
0072-B-3901-1534-2272;;0072;72;2916;Auditoire;16;true;true
0178-A-2461-1494;;0178;178ex;2803;La Plesse;14;true;true
0061-A-1510-4351;;0061;61;4351;Parc d'Activités;21;true;true
0072-B-3901-1534-2272;;0072;72;2906;Croix aux Potiers;19;true;true
0178-A-2461-1494;;0178;178ex;1493;Préfecture;18;true;true
0061-B-3801-1510;;0061;61;3838;Salle de Sports;2;true;true
0072-B-3901-1534-2749-2272;;0072;72;3903;Mouton Blanc;3;true;true
0178-B-1494-2461;;0178;178ex;1537;Léonard;3;true;true
0061-B-3801-1510;;0061;61;3210;Coteau;9;true;true
0072-B-3901-1534-2749-2272;;0072;72;3905;Pont-Péan Mairie;5;true;true
0178-B-1494-2461;;0178;178ex;2847;Forge;9;true;true
0061-B-3801-1510;;0061;61;2705;Bray;22;true;true
0072-B-3901-1534-2749-2272;;0072;72;2702;Vallon;22;true;true
0200-A-4001-1007;;0200;200;4003;Acigné Mairie;4;true;true
0061-B-3801-1510;;0061;61;2708;Centre;28;true;true
0072-B-3901-2942;;0072;72;3908;Renaissance;8;true;true
0200-B-1033-4001;;0200;200;3318;Pâtis du Moulinet;7;true;true
0061-B-4351-1510;;0061;61;4358;Croix Faucheux;5;true;true
0072-B-3901-2942;;0072;72;2912;Argoat;12;true;true
0201-A-3301-1007;;0201;201;3314;Anne de Bretagne;4;true;true
0061-B-4351-1510;;0061;61;2734;Côteaux;9;true;true
0072-B-4708-1534;;0072;72;4706;Châtaigneraie;2;true;true
0201-A-3301-1007;;0201;201;1007;Assomption;7;true;true
0061-B-4351-1510;;0061;61;2708;Centre;13;true;true
0072-B-4708-1534;;0072;72;4704;Laillé Eglise;3;true;true
0201-A-3301-1007-1734;;0201;201;3301;Landelles;1;true;true
0061-B-4351-1510;;0061;61;2714;Hil-Bintinais;19;true;true
0072-B-4708-1534;;0072;72;3924;Bois Esnault;6;true;true
0201-A-3301-1007-1734;;0201;201;3309;Portail;8;true;true
0062-A-1090-4112;;0062;62;1090;République;1;true;true
0072-B-4708-1534;;0072;72;2911;Parc de Loisirs;16;true;true
0201-A-3301-1007-1734;;0201;201;1734;Joliot-Curie;11;true;true
0062-A-1090-4112;;0062;62;3025;Martinière;3;true;true
0072-B-4708-1534;;0072;72;2702;Vallon;26;true;true
0201-A-3301-1734;;0201;201;1734;Joliot-Curie;5;true;true
0062-A-1090-4112;;0062;62;2612;Hallerais;4;true;true
0073-A-1511-4112;;0073;73;2620;Bel Air;3;true;true
0201-A-3305-1007;;0201;201;3309;Portail;4;true;true
0062-A-1090-4112;;0062;62;2613;Garenne;5;true;true
0073-A-1511-4112;;0073;73;2628;Vaugon;6;true;true
0201-A-3305-1734;;0201;201;3305;Bocage;1;true;true
0062-A-1090-4112;;0062;62;2615;Bretonnière;7;true;true
0073-A-1511-4112-2641;;0073;73;2641;Champ Martin;2;true;true
0201-B-1614-3301-1429;;0201;201;1429;Joliot-Curie;2;true;true
0062-A-1090-4112;;0062;62;2616;Haute Abbaye;8;true;true
0073-A-1511-4112-2641;;0073;73;4553;Lande du Jardin;8;true;true
0201-B-1614-3301-1429;;0201;201;3302;Thorigné Mairie;10;true;true
0062-A-1090-4112;;0062;62;2634;Vern Eglise;12;true;true
0073-A-1511-4112-2641;;0073;73;4552;Saint-Armel Gare;9;true;true
0201-B-1614-3301-1710;;0201;201;1614;Assomption;1;true;true
0062-A-1090-4112;;0062;62;3421;La Porte;22;true;true
0073-A-1511-4112-2641;;0073;73;4110;Place de Kildare;15;true;true
0201-B-1614-3301-1710;;0201;201;1710;Joliot-Curie - Chateaubriand;2;true;true
0062-A-1090-4112;;0062;62;4108;Chêne Hervé;30;true;true
0073-B-4112-1511;;0073;73;4103;Place de Kildare;3;true;true
0201-B-1614-3301-1710;;0201;201;2073;Victoire;4;true;true
0062-A-1533-2601;;0062;62;1533;La Poterie;1;true;true
0073-B-4112-1511;;0073;73;4105;Chêne Hervé;5;true;true
0201-B-1614-3301-1710;;0201;201;3312;Juteauderies;7;true;true
0062-A-1533-2601;;0062;62;2615;Bretonnière;6;true;true
0073-B-4112-1511;;0073;73;4554;Lande du Jardin;10;true;true
0201-B-1614-3301-1710-1429;;0201;201;1614;Assomption;1;true;true
0062-A-1533-2601;;0062;62;2616;Haute Abbaye;7;true;true
0073-B-4112-1511-2622;;0073;73;4112;Corps-Nuds Gare;1;true;true
0201-B-1614-3301-1710-1429;;0201;201;2072;Calendrou;4;true;true
0062-A-1533-3401;;0062;62;2634;Vern Eglise;11;true;true
0073-B-4112-1511-2622;;0073;73;2627;Vaugon;11;true;true
0201-B-1614-3301-1710-1429;;0201;201;3310;Portail;6;true;true
0062-A-1533-3401;;0062;62;2621;Vern La Touche;13;true;true
0073-B-4112-1511-2622;;0073;73;2603;La Poste;14;true;true
0201-B-1710-3301;;0201;201;1429;Joliot-Curie;2;true;true
0062-A-1533-3401;;0062;62;2601;Croix Malinge;14;true;true
0073-B-4551-1511;;0073;73;4555;Saint-Armel Gare;2;true;true
0201-B-1710-3301;;0201;201;3304;Anne de Bretagne;9;true;true
0062-A-1533-3401;;0062;62;3428;Chêne Centenaire;20;true;true
0074-A-1510-3259;;0074;74;3257;Haye Longue;5;true;true
0202-A-4604-1007;;0202;202;4606;Chevaigné Mairie;3;true;true
0062-A-1533-3401;;0062;62;3401;Parc des Sports;23;true;true
0074-A-1510-3801;;0074;74;3809;Bourgbarré Mairie;14;true;true
0202-A-4604-1007;;0202;202;2405;Betton Mairie;13;true;true
0062-A-1533-4112;;0062;62;2612;Hallerais;3;true;true
0074-A-1510-3810;;0074;74;3249;Orgerblon;3;true;true
0202-A-4604-1007;;0202;202;2406;Betton Centre;14;true;true
0062-A-1533-4112;;0062;62;2616;Haute Abbaye;7;true;true
0074-A-1510-3810;;0074;74;3217;Levant;6;true;true
0202-A-4604-1007;;0202;202;2407;Haye Renaud Gare;15;true;true
0062-A-1533-4112;;0062;62;2628;Vaugon;15;true;true
0074-A-1510-3810;;0074;74;3219;Coteau;8;true;true
0202-A-4604-1007;;0202;202;2409;Housset;17;true;true
0062-A-1533-4112;;0062;62;4551;Saint-Armel Eglise;18;true;true
0074-A-1510-3810;;0074;74;3204;Télégraphe;11;true;true
0202-B-1614-2401;;0202;202;1710;Joliot-Curie - Chateaubriand;2;true;true
0062-A-1533-4112;;0062;62;4111;Huberdières;24;true;true
0074-A-1510-3810;;0074;74;3205;Petite Rochelle;12;true;true
0202-B-1614-2401;;0202;202;2420;Brocéliande;13;true;true
0062-A-1533-4112-3401;;0062;62;2614;Val d'Orson;5;true;true
0074-A-1510-3811;;0074;74;3217;Levant;6;true;true
0202-B-1614-4603;;0202;202;1491;Saint-Laurent;3;true;true
0062-A-1533-4112-3401;;0062;62;2621;Vern La Touche;13;true;true
0202-B-1614-4603;;0202;202;2412;Betton Vallée;5;true;true
0062-A-1533-4112-3401;;0062;62;2633;Maillardière;15;true;true
0202-B-1614-4603;;0202;202;2414;Housset;7;true;true
0062-A-1533-4112-3401;;0062;62;3421;La Porte;21;true;true
0202-B-1614-4603;;0202;202;2416;Haye Renaud Gare;9;true;true
0062-A-1533-4112-3401;;0062;62;3401;Parc des Sports;23;true;true
0202-B-1614-4603;;0202;202;2418;Betton Mairie;11;true;true
0062-A-1533-4112-3401;;0062;62;4108;Chêne Hervé;29;true;true
0202-B-1614-4603;;0202;202;2458;Gentilhommière;17;true;true
0062-A-2614-2601;;0062;62;2616;Haute Abbaye;3;true;true
0202-B-1614-4603;;0202;202;4601;Chevaigné Mairie;21;true;true
0062-A-2614-2601;;0062;62;2618;Croix Rouge;6;true;true
0204-A-2844-1007;;0204;204;2821;Paul-Emile Victor;8;true;true
0062-B-2601-1533;;0062;62;2629;Vern Eglise;3;true;true
0204-A-2844-1007;;0204;204;2812;Forge;10;true;true
0062-B-2609-1533;;0062;62;2611;Hallerais;3;true;true
0204-A-2844-1007;;0204;204;2813;Haut Trait;11;true;true
0062-B-3401-1533;;0062;62;3410;Langlois;2;true;true
0204-A-2844-1596;;0204;204;2804;Ricoquais;3;true;true
0062-B-3401-1533;;0062;62;3420;La Porte;3;true;true
0204-A-2844-1596;;0204;204;2821;Paul-Emile Victor;8;true;true
0062-B-3401-1533;;0062;62;2629;Vern Eglise;11;true;true
0204-A-2844-1596;;0204;204;2815;La Plesse;13;true;true
0062-B-3401-1533;;0062;62;2609;Val d'Orson;17;true;true
0204-A-2844-1596;;0204;204;1328;Lycée Mendès France;14;true;true
0062-B-3401-1533;;0062;62;2610;Garenne;18;true;true
0204-B-1614-2844;;0204;204;2816;La Plesse;5;true;true
0062-B-4112-1533;;0062;62;4102;Huberdières;2;true;true
0204-B-1614-2844;;0204;204;2810;Paul-Emile Victor;10;true;true
0062-B-4112-1533;;0062;62;4551;Saint-Armel Eglise;8;true;true
0204-B-1614-2844;;0204;204;2836;Uttenreuth;12;true;true
0062-B-4112-1533;;0062;62;4554;Lande du Jardin;10;true;true
0205-B-1553-1496;;0205;205;1496;The Land;2;true;true
0062-B-4112-1533;;0062;62;2602;Bel Air;13;true;true
0206-A-2054-1007;;0206;206;2016;Taillis;8;true;true
0062-B-4112-1533;;0062;62;2629;Vern Eglise;14;true;true
0206-A-2054-1007;;0206;206;1516;Bois Perrin;12;true;true
0062-B-4112-1533;;0062;62;2617;Fosse Gauchère;16;true;true
0206-B-1033-2043;;0206;206;2021;Hublais;8;true;true
0062-B-4112-1533;;0062;62;2607;Haute Abbaye;18;true;true
0206-B-1033-2068;;0206;206;1033;Assomption;1;true;true
0063-A-1451-2347;;0063;63;1452;Bréquigny Piscine;2;true;true
0206-B-1033-2068;;0206;206;2059;Monniais;10;true;true
0063-B-2327-1455;;0063;63;2327;Pont-Réan;1;true;true
0208-A-2840-1721;;0208;208;2840;MFR Rabinardières;1;true;true
0063-B-2327-1455;;0063;63;2330;Rabine;3;true;true
0208-A-2840-1721;;0208;208;1721;Gares;4;true;true
0063-B-2327-1575;;0063;63;2346;Croix Vaisserelle;2;true;true
0208-B-1722-2840;;0208;208;1722;Gares;1;true;true
0063-B-2327-1575;;0063;63;2330;Rabine;3;true;true
0209-A-1020-2215;;0209;209;2226;Rablais Allende;5;true;true
0063-B-2327-2282;;0063;63;2327;Pont-Réan;1;true;true
0209-B-2202-1573;;0209;209;1573;Mermoz;7;true;true
0063-B-2327-2282;;0063;63;2330;Rabine;3;true;true
0210-B-1171-9225;;0210;210;1171;Pont de Châteaudun;1;true;true
0064-A-4001-9225;;0064;64;2079;Verger;11;true;true
0210-B-1171-9225;;0210;210;1515;Moulin de Joué;3;true;true
0064-A-4001-9225;;0064;64;2155;Bouriande;13;true;true
0211-A-1608-4212;;0211;211;1547;Etangs d'Apigné;2;true;true
0064-A-4020-9225;;0064;64;4006;Pont d'Ohin;7;true;true
0211-A-1608-4212;;0211;211;4208;Grippay;4;true;true
0064-A-4020-9225;;0064;64;4007;Boulais;8;true;true
0211-A-1608-4212;;0211;211;4203;Alfred de Musset;6;true;true
0064-B-1556-4001;;0064;64;9225;Cesson - Viasilva;2;true;true
0211-B-4201-1608;;0211;211;4210;Alfred de Musset;3;true;true
0064-B-1556-4001;;0064;64;4010;Lande;9;true;true
0212-A-1661-4355;;0212;212;1130;Canada;2;true;true
0064-B-1556-4001;;0064;64;4011;Foyer;10;true;true
0212-A-1661-4355;;0212;212;2718;Croix Fleurie;4;true;true
0064-B-1556-4001;;0064;64;4013;Verdaudais;12;true;true
0212-A-1661-4355;;0212;212;2733;Côteaux;10;true;true
0064-B-9225-4001;;0064;64;4009;Pont d'Ohin;7;true;true
0212-A-1661-4355;;0212;212;4361;Croix Faucheux;13;true;true
0064-B-9225-4001;;0064;64;4010;Lande;8;true;true
0212-B-4352-1450;;0212;212;4362;Alexandre Gilois;3;true;true
0064-B-9225-4001;;0064;64;4013;Verdaudais;11;true;true
0212-B-4352-1450;;0212;212;2709;Louis Texier;7;true;true
0064-B-9225-4019;;0064;64;9225;Cesson - Viasilva;1;true;true
0213-A-1668-3204;;0213;213;3202;Frogerais;19;true;true
0064-B-9225-4019;;0064;64;2084;Verger;3;true;true
0213-A-1668-3204;;0213;213;3204;Télégraphe;21;true;true
0064-B-9225-4019;;0064;64;4010;Lande;8;true;true
0213-A-1668-3801;;0213;213;3833;Bourgbarré Mairie;13;true;true
0064-B-9225-4019;;0064;64;4019;Botrel;12;true;true
0213-B-3811-1450;;0213;213;3201;Fort Joual;3;true;true
0065-A-1519-3141;;0065;65;1519;Villejean-Université;1;true;true
0213-B-3811-1450;;0213;213;3260;Ormes Blanches;7;true;true
0065-A-1519-3141;;0065;65;1521;Berry;3;true;true
0214-A-2052-1065-2057;;0214;214;2054;Métairies Chalotais;2;true;true
0065-A-1519-3141;;0065;65;3116;Duchesse Anne;7;true;true
0214-A-2052-1065-2057;;0214;214;2055;Cesson Piscine;3;true;true
0065-A-1519-3617;;0065;65;3614;Clos des Tilleuls;11;true;true
0214-A-2052-1065-2057;;0214;214;2036;Bas Village;9;true;true
0065-A-1519-3617-3115;;0065;65;1518;Bourbonnais;2;true;true
0214-A-2052-1065-2057;;0214;214;2034;Forum;10;true;true
0065-A-1519-3617-3115;;0065;65;3613;La Noë;15;true;true
0214-A-2052-2019;;0214;214;2015;Hublais;7;true;true
0065-B-3136-1519;;0065;65;3107;Renan;2;true;true
0214-B-1077-2052-2019;;0214;214;2052;Lycée Ozanam;22;true;true
0065-B-3136-1519;;0065;65;1519;Villejean-Université;9;true;true
0214-B-1077-2052-2065;;0214;214;2040;Chalotais;15;true;true
0065-B-3136-1565;;0065;65;1519;Villejean-Université;9;true;true
0214-B-2019-2052;;0214;214;2021;Hublais;3;true;true
0065-B-3617-1519;;0065;65;3603;Clos des Tilleuls;3;true;true
0214-B-2019-2052;;0214;214;2145;Sports et Nature;4;true;true
0065-B-3617-1519;;0065;65;3604;La Noë;4;true;true
0214-B-2019-2052;;0214;214;2065;Cesson Gare;5;true;true
0065-B-3617-1519;;0065;65;3123;Chapitre;8;true;true
0216-A-2149-1007;;0216;216;2009;Fontenelle;5;true;true
0065-B-3617-1519;;0065;65;3110;Carré Dumaine;10;true;true
0218-A-3162-3732;;0218;218;3714;Saint-Gilles Centre;4;true;true
0065-B-3617-1519;;0065;65;1520;Bourbonnais;12;true;true
0218-A-3162-3732;;0218;218;3723;Maison Neuve;6;true;true
0065-B-3617-1519;;0065;65;1519;Villejean-Université;13;true;true
0219-A-2264-2366;;0219;219;2243;Aire Libre;7;true;true
0065-B-3617-1519-3109;;0065;65;3107;Renan;11;true;true
0219-A-2264-2366;;0219;219;2317;Coeur de Campus;13;true;true
0065-B-3617-1565;;0065;65;3107;Renan;11;true;true
